label,statement,len
false,"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",104
false,The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,132
true,Georgia lawmakers fuel up for the session by feasting on wild hogs.,67
false,Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!,148
true,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,92
true,Ninety-five percent of all the wages in Texas are above minimum wage.,69
false,We dont have a (military) reserve force if something happens.,61
true,Georgias illegal-immigration legislation simply follows existing federal law.,77
false,"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens.",175
false,Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.,110
false,"Before the HOPE scholarship, 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.",185
true,No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,116
false,Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.,130
false,The error rates for the Fulton County elections department are well below the average.,86
true,"Oregon concealed gun applications include home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking.",309
true,"When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.",105
true,"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",95
true,"While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.",169
true,"John McCain's tax plan will give no reduction ""for 100-million American families.""",82
true,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,209
false,"Rob Portmans plan to tax, slash and privatize Social Security would devastate Ohioans.",86
true,The founders advised non-interventionism.,41
false,The state constitution clearly says theres not to be a state income tax in Tennessee.,85
false,The Bush administration prosecuted 190 suspected terrorists in federal courts.,78
true,Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,71
false,This is the slowest job recovery since Hoover.,46
true,Says Mitt Romney flip-flopped on abortion.,42
false,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",101
true,We buy 35 percent of all Chinese exports.,41
true,53 percent of Americans cut back on their health care in the last year because of costs.,88
true,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,118
false,Wisconsin now ranks among the top 10 states for out-migration.,62
true,Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.,188
false,Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,76
true,Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,122
true,Says Paul Workman authored legislation providing amnesty for illegal immigrants.,80
false,Steve Santarsiero wrote PAs Gun Safety Law.,43
false,Says Common Core is a federal mandate.,38
false,Milwaukees police chief can fire officers for basically no cause.,65
true,60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.,119
true,Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.,80
true,Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.,98
true,"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",102
true,"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.",103
true,Republican ideas on health care dont give people an option to even enroll in something that they can afford.,108
true,You cant build a Christian church in Saudi Arabia.,50
false,"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.",183
true,"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",137
false,The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.,107
true,(Romney's) record was that he raised taxes by $730-million.,59
true,The U.S. military footprint in Africa is nearly nonexistent.,60
true,On campaign donations from Texas Capitol lobbyists.,51
true,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",165
true,There are only about 10 people in the United States Senate who have any real business experience.,97
false,Senator Jeff Plale saved my job -- and some 300 others at Bucyrus International.,80
true,95 percent of the worlds customers are beyond our shores.,57
false,Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.,106
true,Says he restored prayer and the pledge in our schools.,54
true,"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",96
false,SaysPatrick Murphys Pay More energy agenda means you could pay another $500 a year for your utility bills!,106
false,Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,117
false,Says 50 million people would lose their health insurance if Obamacare is repealed.,82
true,Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.,142
true,"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.",207
false,Federal money for Medicaid expansion is guaranteed for a few years and then goes away.,86
true,"Barack Obama will ""raise Social Security taxes.""",48
false,Obesity kills 34 children per hour.,35
false,Sherrod Brown sent billions of our tax dollars to foreign countries.,68
false,Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,200
false,On whether President Obamas speeches to school children spread socialist ideology.,82
false,The number of jobs created and people lifted out of poverty during Bill Clintons presidency was a hundred times what it was under President Ronald Reagan.,154
false,"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.",128
true,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",145
true,"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.",309
false,Dubious taxpayer-funded stimulus spending -- Part II.,53
false,"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice.",96
true,"A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.",247
false,"Obama voted to raise taxes on people making just $42,000.",57
true,AIG has fully repaid the federal government plus a profit of more than $22 billion.,83
false,The financial regulatory bill will kill jobs.,45
true,"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",131
true,Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,167
true,"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates.",145
false,"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix.",121
true,Says Measures 82 and 83 authorize just one more casino.,55
false,"Says as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics.",130
false,John Kitzhaber is the only pro-choice candidate in the race for governor.,73
true,"When it comes to aid, ""the United States is still about half as what European countries give as a percentage.""",110
true,"You dont see Norway losing population, and its taxes are astronomical.",70
true,Says marijuana use among Colorado high school students has not increased since legalization.,92
true,Expanding Medicaid would create 63k jobs.,41
true,Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,127
true,Florida is considered the fourth-largest gambling state in the nation.,70
false,"Georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions.",156
true,Says that Secretary of State Jon Husted and former secretary Jennifer Brunner both have supported a provision in Senate Bill 47 that would limit the days organizers have to collect signatures for initiative and referendum petitions.,232
false,Ken Cuccinelli tried to shut down state government.,51
true,"When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.",112
true,"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.",102
true,College tuition rates in Texas jumped by 55% since 2003.,56
true,Several elected state officials have opened their homes to children in need of loving families.,95
false,Rhode Island is one of only six states to use E-Verify.,55
false,"We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border.",119
false,John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,94
false,Says he signed legislation leading to 12 Texas abortion clinics being closed.,77
false,It is Hillary Clintons agenda to release the violent criminals from jail. She wants them all released.,102
true,"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.",100
false,"Says economists Harvey Rosen and Martin Feldstein have said that paying for (Mitt) Romneys tax cuts would require large tax increases on families making between $100,000 and $200,000.",183
true,Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.,118
true,Three courts have found the new health care law constitutional and two have found it unconstitutional.,102
true,"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.",155
true,"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.",158
true,"Passage of Clinton budget bill in 1993 ""led to an enormous flowering of the economy in America.""",96
true,Says he tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.,123
true,Compact fluorescent light bulbs are toxic and not environmentally friendly.,75
false,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",117
true,Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,147
true,"At the moment, energy companies spend 0.25 percent on RD.",57
true,"Ohio is probably top five in the country, sadly, in terms of heroin overdoses. Its now exceeded car accidents as the No. 1 cause of death in Ohio.",146
true,The U.S. military is in 130 countries. We have 900 bases around the world.,74
true,The Russians didnt wear uniforms when they came in to Ukraine.,62
true,"Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years.",97
true,Rick Perry doesnt think there should be a federal minimum wage.,63
true,"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.",159
false,It is truethat we know that ISIS is present in Ciudad Juarez (Mexico),69
true,The home-mortgage deduction is widely thought to be a middle-class benefit. Its not -- 73 percent of it goes to people making a quarter-million dollars or more a year.,167
false,A real result of his term is Georgia having the lowest taxes per capita of any state.,85
true,Most of the black scientists in this country dont come from schools like the University of Texas. They come from lesser schools.,128
true,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,82
true,Even high estimates for an early draft of the health care plan are less than the $1.8 trillion cost of the Bush tax cuts.,121
true,"Bill McCollum ""cost the rest of us billions"" as a member of Congress, including a national debt that ""skyrocketed"" to $4.7 trillion.",132
false,The White House had a live video feed of the Benghazi attacks as they occurred.,79
false,Says a Pro-Stimulus economist admits it is not working,54
true,"Says Donald Trump was asked if he would defend our allies. He said well, first hed want to know if they made any payments to us to defend them.",143
true,"In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.",112
true,Florida is 49th in per capita spending on mental health care.,61
false,Says President Barack Obama has been presiding over our jobs going overseas for seven years.,92
true,The oceans have become 30 percent more acidic.,46
false,"The book Little Red Riding Hood is something thats been banned in America, but not assault weapons.",99
true,Thomas Jefferson created the Marines for the Islamic pirates that were happening.,81
false,The nations food supply is 99.99 percent safe.,46
true,"150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.",101
true,"In Rhode Island today, 25 percent of our households either dont have a bank account at all, or they have a bank account and theyre still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.",230
true,Our whole food system in this country...most of it is genetically engineered. And (there is) no testing for the health consequences of this food.,145
false,"Despite what you may have heard about Wisconsins finances, Wisconsin is on track to have a budget surplus this year.",116
true,Weve saved over $100 million of (health care) costs in Milwaukee County. I did that.,84
true,"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",151
true,Says members of the military have sent him more campaign contributions than theyve sent President Barack Obama and more than twice what theyve sent other Republican presidential candidates.,189
false,Congressman Robert Hurt has a plan to cut education by 40 percent.,66
true,To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.,124
true,The federal health care law raises taxes and cuts Medicare.,59
true,"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.",165
true,"I vetoed more than $3 billion in spending. Lawmakers and I cut taxes for 40,000 small businesses. Now Texas is No. 1 in job creation. The nations five best housing markets are right here in Texas. We balanced five state budgets and we cut state spending.",254
false,Says President Barack Obama has not raised taxes.,49
true,SaysDonald Trump called pregnant employees an inconvenience.,60
false,"Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.",125
true,McCain opposes repeal of the death tax.,39
true,Says signs posted at projects funded by the federal stimulus act has cost 20 or 40 million dollars.,99
false,"Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus.",123
true,"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure.",88
true,"If the debt ceiling is surpassed, our nation will not go into default as some suggest.",86
false,"While (Chris Christie) talks about job creation, we dont see jobs being created in this state.",94
true,Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.,183
true,We have more scientists and engineers per square mile than anywhere in the world.,81
true,The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.,114
true,The (Wisconsin) governor has proposed tax giveaways to corporations.,68
false,Bike lanes and sidewalks have been proven to reduce crashes by up to 38 percent on Austins streets.,99
false,"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.",123
false,You look at defense were spending more than the rest of the world combined.,75
false,The Navy is bringing charges against a Navy officer who shot at the Chattanooga shooter for illegally discharging a firearm on federal property.,144
true,"Says when Mitt Romney was governor, Massachusetts was 47th in job creation",74
true,The 12 hottest years on record have come in the last 15 years.,62
false,Says Daniel Webster used taxpayer funds to build a lobbyist lounge.,67
false,"Says 97 cents of every dollar played represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds.",182
true,We got a million jobs.,22
false,Says Wisconsin Supreme Court Justice David Prosser has prejudged matters that are likely to come before the court.,114
true,Says Hillary Clinton sent a memo to all State Department staff that said you should not do State Department business on personal email.,135
false,Bill White has presided over the construction of what may be the worlds largest abortion clinic.,96
false,PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.,86
true,"As governor, I cut $5 billion in spending.",42
true,One in three American women will have had an abortion by the time she reaches the age of 45.,92
false,"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health.",187
false,One person has been fired at the Veterans Administration for withholding services.,82
true,"Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV.",176
false,Obama has proposed a 1.4% pay increase for active duty military in 2011. This is THE LOWEST SINCE 1973 ... A LOWER PAY INCREASE THAN WELFARE RECIPIENTS!!!,154
false,Trump refuses to denounce the KKK.,34
false,Says Barack Obama broke a decades-old policy of not negotiating with terrorists.,80
true,"From 1960, the year I was born, until the time I became Governor in 2003, the average two-year increase in Minnesota state spending was 21 percent. we brought that down dramatically, to about 1.7 percent per year.",213
true,Corporate taxes will soon be the highest in the industrialized world.,69
false,Lincoln was fervently making plans to send all freed slaves to the jungles of Central America once the (Civil War) was over. The only thing that kept this from happening was his assassination.,192
false,"Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.",106
false,Herman Cain is a pro-choice candidate.,38
false,Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.,178
true,"Says if elected, he would be the first Mayor who lives east of 82nd.",68
true,Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.,125
true,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.""",129
true,You would receive a citation for taking a dildo to class at the University of Texas.,84
true,"For African-Americans between the ages of 17 and 20, the real unemployment rate is 51 percent.",94
true,Weve seen more manufacturing jobs created since Ive been president than anytime since the 1990s. Thats a fact.,110
true,President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,124
false,The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover any legal abortion.,125
false,Abortion is the second-most conducted surgical procedure in this country.,73
true,"In New Orleans, nearly100 percent of our kids are in charter schools.",69
false,The steel industry is producing as much steel in the United States as it ever was. Its just (that) it needs one-tenth of the workers that it used to.,149
true,"If you want to see the jobs that Ive saved and created in this storm he helped create, go anywhere in Ohio.",107
true,Austin is the largest city in the U.S. or Texas with no geographic representation on its city council.,102
true,She stood by our National Guard and Reserve and kept standing till they received health care they deserved.,107
true,"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up.",87
false,"In 40 years, 23,000 chemicals came on the market and only four were regulated.",78
true,We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.,92
false,"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople.",107
true,Says Senate Minority Leader Mitch McConnell has blocked the Senate over 400 times.,82
true,Mental health provisions related to mass shootings got over 90 votes in the Senate.,83
true,"Young women today in metropolitan areaswho are childless and single are out-earning childless, single young males.",114
true,Says Virginia saved $300 million by rebidding a Metrorail construction project to exclude guaranteed union contracts.,117
true,"You worked hard for your money and you paid your taxes when you earned it. Now, (Indiana Republican congressional candidate) Todd Young wants to tax it again when you spend it.",176
true,"In terms of the wealthiest Americans, were at the lowest tax rate since the 1950s.",82
false,No one thought we could get a bipartisan bill (Medicaid) passed. We did in the Florida Senate.,94
false,Were inches away from no longer having a free economy.,54
true,Florida election officials requests to some residents to submit proof of citizenship is a backdoor poll tax.,108
false,"Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not.",91
false,"Not a single Republican candidate, announced or potential, is clearly and consistently supporting a path to citizenship. Not one.",129
true,Obamacare carries on even under a government shutdown.,54
false,Atlanta Public Schools 2011 CRCT tests were given under the strictest security possible.,88
false,Says Barack Obama promised gasoline at $2.50 a gallon.,54
true,"Even after Syrian troops began to shoot protesters in the streets with live ammunition in 2011, Clinton labeled Bashar al-Assad a reformer.",139
false,"When I was Mayor of South Pasadena, we actually reduced the property taxes we collected.",88
true,Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.,122
true,"Were losing almost 6,000 state jobs.",36
true,"About 40 percent of U.S. illegal immigrants came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home.",143
false,"The Obama administration ""spent more money on the Cash for Clunkers program than the space program.""",100
false,"Wikileaks also shows how John Podesta rigged the polls by oversampling Democrats, a voter suppression technique.",112
true,Florida has more concealed weapons permits than any other state.,64
false,"Says Hillary Clinton told her daughter and a government official that Benghazi was a terrorist attack, and then tells everybody else that it was a video.",153
false,Google search spike suggests many people dont know why they voted for Brexit.,77
true,"I got a letter from 20 people who said they wanted their money back, 14 never gave me a penny.",94
false,Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,106
false,Gov. Kitzhaber oversaw creation of the Oregon driver card law behind closed doors without allowing any input from citizens who represent the public interest.,157
false,"So that 2005 energy bill was a big step backwards on the path to clean, renewable energy. That's why I voted against it.",120
true,There are 500 registered Republicans moving to Texas every day.,63
true,Says an arts tax would provide funding for certified arts and music teachers for every elementary school serving Portland residents.,132
true,"Every year the average woman loses around $11,000 to the wage gap, which amounts to a $500,000 vagina tax over her working career.",130
true,Says abortions are decreasing.,30
true,Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.,100
false,Those who fail to buy health insurance under Obamacare face the threat of jail time.,84
true,"Since December 2010 Florida has created 540,000 new jobs.",57
false,People who wash cars at home will use approximately 80 percent more water than they do in a car wash.,101
true,The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Dominos or Pizza Hut.,140
false,On choosing a Texas House speaker,33
true,She flunked the D.C. bar exam.,30
true,"Because of the new health care law, 2.5 million young adults now have coverage.",79
true,Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and Harrisburg has lost 40 percent of its manufacturing jobs since 2001.,142
true,Farouk is on fire.,18
false,Says Patrick Murphy was named one of Americas least effective congressmen.,74
false,Obamacare adds trillions to our deficits and to our national debt.,66
false,"Frankly, (Hillary Clinton) doesnt do very well with women.",58
false,Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.,88
false,The gun industry isthe only business in America that is wholly protected from any kind of liability.,100
true,Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.,102
true,Says Peter DeFazio votes with Nancy Pelosi 86 percent of the time.,66
false,The only people in this town that have voted to cut Medicare spending are the people who voted in favor of Obamacare. Thats a fact.,131
true,America never made up for the gutting of the intelligence services that Bill Clinton did. I think those are (former CIA director George) Tenet's words ... that Bill Clinton gutted American intelligence.,202
true,Says Barack Obama didnt keep his promise to have an immigration bill in his first year.,87
false,"In the early 1960s, all levels of government were consuming about 27 percent of the U.S. economy, a number that has risen to 37 percent today. With that trendline, we cease at some point to be a free economy.",208
true,"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions.""",119
true,The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.,110
false,"Health insurance companies are making record profits, right now.",64
true,"Every 10th dollar spent by the Social Security Administration on its program for the poor is waste, or fraud, they cant validate that the people should have gotten it, totaling about $8 billion a year.",201
false,"Says Bill Clinton gave a speech in 1996 about Iraq having WMDs and said we needed a regime change, even though everyone blamed those things on George W. Bush.",158
true,This governor has given us continual balanced budgets without raising taxes.,76
false,"President Obama was saying success is the result of government, not hard-working people, when he said, If youve got a business, you didnt build that. Somebody else made that happen.",181
true,Says Thom Tillis refuses to say what we should do to combat ISIS.,65
false,"Fox admits they lie and, under the First Amendment, have the right to lie or deliberately distort news reports on public airwaves.",130
false,Idaho was the only Republican-led state in the nation that chose to partner with President Obama by creating a state-based marketplace under the Affordable Care Act.,165
true,Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.,135
true,"Says weve accomplished balancing two budgets without raising taxes. Weve now created 60,000 new private-sector jobs. Weve made government smaller.",146
true,(The farm bill) has aprovision that would in many ways reduce the deficit.,74
false,Nobodys invited us to the Obama events in Atlanta.,50
false,A (state) trooper with 10 years on the force is getting $500 a year more than a trooper with 10 minutes on the force.,117
true,Only about a third of Texans who enroll in college graduate.,60
true,"For the last decade, Floridians salaries have shrunk substantially when adjusted for inflation.",95
true,"Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.",145
false,Says Bill Nelson cast the deciding vote for Obamacare cutting Medicare spending by $700 billion and letting an unelected board decide what gets covered here.,157
true,Christmas trees are grown in all 50 States.,43
false,Barack Hussein Obama will .. force Christian organizations to pay for abortions.,80
true,"Tim Kaine, as governor, proposed tax increases on people earning as little as $17,000.",86
false,"When we held recent economic dialogues with China, we agreed on over 100 different things including wildlife trafficking and volcano research. None of these 100-plus points of agreement addressed cybersecurity.",210
true,Says the U.S. borrows 42 cents of every dollar Washington spends today and about half of that comes from countries like China.,126
false,Barack Hussein Obama will ... force Christian schools to hire non-Christian teachers.,85
false,"Obama ""promises more taxes on small business, seniors, your life savings, your family.""",87
false,On an early date for Floridas presidential primary,50
false,"Alex Sink was ""the first official who said that BP should pay $25 million for an ad campaign to promote Florida tourism.""",121
false,Says drug dealers have overdosed on purpose to avoid prosecution.,65
true,"Texas is experiencing the fastest population growth in the country, adding more than 1,000 people a day.",104
false,"A few months into office, (President Barack Obama) traveled around the globe to apologize for America.",102
false,The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.,118
true,"Her health care plan will cost $110-billion in the first year, which can be paid for with savings.",98
true,"Georgia has lost 14 percent of its jobs paying more than $50,000 a year and added 15 percent to its Medicaid rolls during the recovery.",135
true,The Orlando shooter used a weapon of war.,41
true,Says Ohio has 77 job training programs spread across 13 state agencies.,71
false,The five Guantanamo detainees swapped for Bowe Bergdahl are right now back on the battlefield.,94
true,Clinton said great things about NAFTA until she started running for president.,78
true,Members of the military dont contribute toward their pension.,61
false,"These are radical Islamic terrorists, and (Hillary Clinton) wont even mention the word.",87
false,Gov. Romney's own health care plan in Massachusetts ... requires by law that a representative from Planned Parenthood sit on the MassHealth advisory board.,155
true,We [the city of Atlanta] are overbuilt on housing.,50
false,There are no earmarks in the stimulus bill.,43
false,"Under those eight years before (Barack)Obama came along, we didnt have any successful radical Islamic terrorist attack in the United States since Sept. 11, 2001.",161
true,"Says New Jersey lost private-sector jobs between 2000 and 2009 because Democrats increased taxes, fees, regulations and state spending.",135
true,"Forty-five percent of those whove been unemployed, theyve been unemployed for six months or longer.",99
true,The Obama administrations policies have reduced minority dropout rate by 25 percent.,84
true,Says his administration balanced two budgets with over $13 billion in deficits without raising taxes.,101
false,The Every Student Succeeds Act did away basically with Common Core.,67
true,Says Senate candidate Katie McGinty made thousands from companies she previously regulated.,91
false,Congress and President Obama have accumulated more debt since he took office than the total amount of debt accumulated during the first 200 years of the United States existence.,177
true,Says Hillary Clinton tripled the number of people with AIDS whose lives are being saved .. and it did not cost you any more money.,130
true,Florida ranks last in the ratio of employees to residents...And Florida is dead last in the nation in state employee payroll expenditures per resident.,151
false,President Barack Obamas Fiscal Year 2013 budget proposal couldnt get support from either party in the House or the Senate.,122
false,Every engine manufacturer in the United States is now in the state of Texas.,76
false,Wisconsin was embroiled in a constitutional crisis brought on by the Democratic senators fleeing the state for Illinois to block Gov. Scott Walkers budget-repair bill.,167
false,"In 2011, (the Islamic State) attempted to attack Fort Knox.",59
true,"Thanks to our policies, for the first time in state history, we have put millions of dollars into our rainy day fund in consecutive years.",138
true,Says Lois Frankel took a 40 percent pay raise as mayor while West Palm Beach lost jobs.,87
true,Undocumented immigrants pay $12 billion of taxes every single year.,67
false,The average student comes out of college hundreds of thousands of dollars in debt.,82
true,Says GOP Congressional candidate Scott Jones wants to build a wall. He wants to round people up and deport folks.,113
false,"Says Austin Mayor Steve Adlers transportation plans linked to Proposition 1 on the ballot remove 27+ miles of traffic lanes around the city, replacing them with lanes dedicated to usage by bicycles and buses.",208
false,20 million people could lose their current coverage including our senior citizens who are on Medicare.,102
false,"Fully inflating tires is ""a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent.""",119
false,"If Buehler were elected, our vote-by-mail system would be at risk.",66
false,Lindsey Graham endorsed Charlie Crist for U.S. Senate.,54
true,"Since I took office in January 2011, we have created 11,100 Rhode Island-based jobs.",84
true,Tennessees appeals court judges were selected by a handful of party officials in Nashville before the system of merit selection was put into effect.,148
false,"Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four.",128
false,Says new figures he released showing Wisconsin job gains for 2011 are the final job numbers.,92
true,Sen. McConnell says its not his job to bring jobs to Kentucky.,62
true,Says he forced Washington to open up the Arctic Ocean to oil drilling.,70
false,New food safety legislation will regulate backyard gardening.,61
true,"A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year.",139
true,"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.",199
true,The United Nations has conducted 172 successful peacekeeping missions and negotiations.,87
false,The insurance risk corridors arent going broke like Republicans predicted.,74
true,RIPTA has really some of the fullest buses for its transit agency size around the country.,90
false,Says Michael Cargill was arrested and incarcerated in Bell County.,66
false,"Although Democrats represent only 10 of Florida's 25 districts, their districts received 60 percent of the stimulus funds.",122
false,Every one of more than 30 federal judges who have considered the issue of gay and lesbian rights since last June ruled that marriage is a constitutional right and you cannot deprive individual citizens of that right based on their sexual orientation.,250
true,The Obama administration has cut taxes on small businesses 17 times.,68
true,One out of four of our young people say they are victims of this (dating) violence.,83
